City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Sesheke,ZM,-17.4759,24.2968,72.1,22,0,5.35,clear sky
450,Buin,CL,-33.7333,-70.75,62.74,55,88,6.22,overcast clouds
451,Yiyang,CN,28.5892,112.3283,73.33,73,96,13.42,overcast clouds
452,Lososina,RU,48.9975,140.3106,46.78,86,100,9.91,light rain
453,Inuvik,CA,68.3499,-133.7218,29.26,80,75,9.22,broken clouds
454,Mogadishu,SO,2.0371,45.3438,76.73,86,83,14.18,broken clouds
455,Norden,DE,53.6,7.2,57.94,73,98,1.01,overcast clouds
456,Tarko-Sale,RU,64.9225,77.785,38.43,95,100,20.42,overcast clouds
457,Kalmunai,LK,7.4167,81.8167,79.12,69,86,4.25,moderate rain
458,Winneba,GH,5.3511,-0.6231,76.01,92,59,7.16,broken clouds
459,Bandarbeyla,SO,9.4942,50.8122,77.45,80,94,21.41,overcast clouds
460,Murmashi,RU,68.8154,32.8115,37.81,100,75,2.24,fog
461,Narsaq,GL,60.9167,-46.05,35.82,67,44,0.96,scattered clouds
462,Woodburn,US,45.1437,-122.8554,83.32,50,3,3.0,clear sky
463,Puerto Leguizamo,CO,-0.1934,-74.7819,83.55,66,94,1.1,overcast clouds
464,Lulea,SE,65.5842,22.1547,44.67,100,100,1.14,mist
465,Chapais,CA,49.7834,-74.8492,55.18,55,55,7.09,broken clouds
466,Sistranda,NO,63.7256,8.834,49.96,87,78,15.12,broken clouds
467,Labuhan,ID,-6.8844,112.2051,77.32,86,59,11.01,broken clouds
468,Nantucket,US,41.2835,-70.0995,57.31,75,100,23.02,overcast clouds
469,Freeport,US,40.6576,-73.5832,53.15,72,100,18.41,moderate rain
470,Bethel,US,41.3712,-73.414,52.57,71,100,5.01,overcast clouds
471,Takaka,NZ,-40.85,172.8,54.55,84,98,6.04,overcast clouds
472,Khuchni,RU,41.9499,47.9485,58.41,92,53,1.36,broken clouds
473,Nanortalik,GL,60.1432,-45.2371,36.59,75,29,13.51,scattered clouds
474,Wilmington,US,34.2257,-77.9447,57.99,77,100,10.0,overcast clouds
475,Visby,SE,57.6409,18.296,53.82,82,40,17.27,scattered clouds
476,Surt,LY,31.2089,16.5887,76.78,68,88,12.17,overcast clouds
477,Fort Nelson,CA,58.8053,-122.7002,60.39,31,75,4.61,broken clouds
478,Padang,ID,-0.9492,100.3543,73.45,85,100,1.79,overcast clouds
479,Port Lincoln,AU,-34.7333,135.8667,56.95,95,100,24.38,light rain
480,College,US,64.8569,-147.8028,48.18,78,75,5.75,broken clouds
481,Mayskiy,RU,47.6931,40.1025,51.21,72,87,4.97,overcast clouds
482,Bathsheba,BB,13.2167,-59.5167,83.01,78,20,12.66,few clouds
483,Kysyl-Syr,RU,63.8986,122.7617,25.54,90,99,7.14,overcast clouds
484,Zomin,UZ,39.9606,68.3958,53.76,34,0,2.91,clear sky
485,Anastacio,BR,-20.4836,-55.8069,80.31,43,3,6.02,clear sky
486,Kununurra,AU,-15.7667,128.7333,75.18,78,19,0.0,few clouds
487,Tahoua,NE,14.8888,5.2692,89.85,39,49,10.18,scattered clouds
488,Avallon,FR,47.4833,3.9,49.23,89,85,3.31,overcast clouds
489,Bo Phloi,TH,14.3236,99.5161,73.42,96,100,4.99,overcast clouds
490,Santa Lucia Cotzumalguapa,GT,14.3333,-91.0167,86.22,89,71,3.2,broken clouds
491,Vung Tau,VN,10.346,107.0843,81.01,82,62,14.0,broken clouds
492,Rio Gallegos,AR,-51.6226,-69.2181,53.65,50,0,4.61,clear sky
493,Ostrovnoy,RU,68.0531,39.5131,42.78,92,100,8.08,overcast clouds
494,Inhambane,MZ,-23.865,35.3833,72.19,88,0,12.21,clear sky
495,Chiang Rai,TH,19.9167,99.9167,71.58,100,40,5.75,scattered clouds
496,Mandalgovi,MN,45.7625,106.2708,24.04,42,0,6.67,clear sky
497,Aykhal,RU,66.0,111.5,10.13,99,98,5.26,overcast clouds
498,Ippy,CF,6.2679,21.2247,69.17,98,94,3.33,overcast clouds
499,Manjakandriana,MG,-18.9167,47.8,53.29,78,4,0.63,clear sky
500,Kungalv,SE,57.871,11.9805,48.06,90,15,1.23,few clouds
501,Buckeye,US,33.3703,-112.5838,100.42,23,0,6.91,clear sky
502,Oklahoma City,US,35.4676,-97.5164,85.57,25,0,10.36,clear sky
503,Crawfordsville,US,40.0411,-86.8745,69.44,24,0,9.22,clear sky
504,Inirida,CO,3.8653,-67.9239,79.83,77,75,3.29,broken clouds
505,Baruun-Urt,MN,46.6806,113.2792,23.07,53,1,6.29,clear sky
506,Sergeyevka,KZ,53.88,67.4158,36.0,44,20,7.27,few clouds
507,Goderich,CA,43.7501,-81.7165,56.91,62,63,6.91,broken clouds
508,Panzhihua,CN,26.5851,101.7128,67.89,95,100,0.78,overcast clouds
509,Tancheng,CN,27.4375,115.4976,78.58,58,0,1.68,clear sky
510,Shimoda,JP,34.6667,138.95,75.11,74,28,7.11,scattered clouds
511,Beloha,MG,-25.1667,45.05,66.15,81,0,4.81,clear sky
512,Fort Wellington,GY,6.4,-57.6,79.32,82,73,4.52,light rain
513,Kentau,KZ,43.5206,68.5094,51.35,29,3,5.93,clear sky
514,Nankana Sahib,PK,31.4475,73.6972,76.73,47,0,3.67,clear sky
515,Puerto Maldonado,PE,-12.6,-69.1833,90.0,58,20,5.75,few clouds
516,Reserva,BR,-24.6503,-50.8506,59.4,96,21,2.3,few clouds
517,Tazmalt,DZ,36.3868,4.3989,74.75,55,97,4.47,light rain
518,Icara,BR,-28.7133,-49.3,60.35,81,71,6.51,broken clouds
519,Bella Union,UY,-30.2752,-57.6007,62.44,64,0,9.22,clear sky
520,Ekpoma,NG,6.7421,6.139,70.47,98,71,4.47,broken clouds
521,Caucaia,BR,-3.7361,-38.6531,80.55,72,0,6.91,clear sky
522,Klaksvik,FO,62.2266,-6.589,52.72,97,100,36.46,moderate rain
523,San Juan,AR,-31.5375,-68.5364,81.01,24,30,22.62,scattered clouds
524,Port Hawkesbury,CA,45.6169,-61.3485,50.18,82,0,0.0,clear sky
525,Ugoofaaru,MV,5.6667,73.0,82.04,76,98,17.11,light rain
526,Aleksandrov Gay,RU,50.147,48.5704,61.9,31,100,13.94,overcast clouds
527,Lengshuitan,CN,26.4111,111.5956,78.03,65,11,3.06,few clouds
528,Saint-Paul,RE,-21.0096,55.2707,69.91,78,50,1.23,scattered clouds
529,Tombouctou,ML,20.0,-3.0,94.98,17,59,9.42,broken clouds
530,Asfi,MA,32.2994,-9.2372,71.73,66,0,7.4,clear sky
531,Mahibadhoo,MV,3.7833,72.9667,81.48,78,100,16.93,overcast clouds
532,Sohag,EG,26.557,31.6948,82.17,36,0,9.19,clear sky
533,Lincoln,US,40.8,-96.667,83.26,26,50,5.99,scattered clouds
534,Ucluelet,CA,48.9329,-125.5528,55.71,80,41,4.27,scattered clouds
535,Katherine,AU,-14.4667,132.2667,82.72,65,0,4.61,clear sky
536,Karpogory,RU,64.0019,44.4451,40.73,88,100,7.72,light rain
537,Le Port,RE,-20.9373,55.2919,69.8,77,39,4.09,scattered clouds
538,Fundao,BR,-19.9341,-40.4047,76.53,95,100,1.83,overcast clouds
539,Mayo,US,38.8876,-76.5119,51.08,92,100,1.99,light rain
540,Seoul,KR,37.5683,126.9778,70.99,94,75,10.36,light rain
541,Srednekolymsk,RU,67.45,153.6833,24.85,83,97,2.89,overcast clouds
542,Merauke,ID,-8.4667,140.3333,80.31,82,75,12.08,broken clouds
543,Berlevag,NO,70.8578,29.0864,39.2,87,100,3.44,overcast clouds
544,Guarapari,BR,-20.6667,-40.4975,73.89,96,100,6.55,light rain
545,Amahai,ID,-3.3333,128.9167,78.76,84,81,4.05,broken clouds
546,Iracoubo,GF,5.4802,-53.2011,80.73,80,68,10.29,broken clouds
547,Batagay-Alyta,RU,67.8006,130.4114,11.41,94,82,5.57,broken clouds
548,May Pen,JM,17.9645,-77.2451,85.21,87,100,3.27,overcast clouds
549,Bakel,SN,14.905,-12.4568,86.27,59,77,6.8,broken clouds
550,Nizhniy Chir,RU,48.3597,43.0865,56.64,64,16,6.49,few clouds
551,Itupeva,BR,-23.1531,-47.0578,69.04,77,20,5.75,few clouds
552,Misratah,LY,32.3754,15.0925,76.6,68,99,12.53,overcast clouds
553,Moyale,KE,3.5167,39.0584,69.44,56,80,4.43,broken clouds
554,Nagorsk,RU,59.3172,50.8078,48.7,81,100,8.79,overcast clouds
555,Manokwari,ID,-0.8667,134.0833,79.02,77,50,3.85,scattered clouds
556,Ripky,UA,51.801,31.0838,40.42,96,100,13.09,light rain
557,Kibala,TD,9.1104,18.3463,72.68,93,98,1.23,moderate rain
558,Raudeberg,NO,61.9875,5.1352,50.95,1,100,12.68,overcast clouds
559,Grand Gaube,MU,-20.0064,57.6608,70.38,70,44,5.01,scattered clouds
560,Hervey Bay,AU,-25.2986,152.8535,66.02,72,4,10.0,clear sky
561,Oranjemund,NA,-28.55,16.4333,57.22,94,31,13.02,scattered clouds
562,Yumen,CN,40.2833,97.2,39.43,37,0,14.52,clear sky
563,Tulum,MX,20.2167,-87.4667,79.56,76,30,7.23,scattered clouds
564,Turbat,PK,26.0023,63.044,78.93,75,0,5.23,clear sky
565,Sawtell,AU,-30.3833,153.1,64.42,63,3,10.36,clear sky
566,Tahe,CN,52.3333,124.7333,25.81,61,28,7.99,scattered clouds
567,Obigarm,TJ,38.7173,69.7088,51.6,53,1,5.59,clear sky
568,Dragor,DK,55.5946,12.6664,53.02,90,38,9.22,scattered clouds
569,Puerto Escondido,MX,15.85,-97.0667,86.83,51,20,5.75,few clouds
570,Pleszew,PL,51.8964,17.7855,50.36,80,34,13.09,scattered clouds
571,Zhigansk,RU,66.7697,123.3711,24.3,93,97,10.0,overcast clouds
572,Kyabe,TD,9.4515,18.9449,72.45,95,100,4.43,light rain
573,Mnogovershinnyy,RU,53.9353,139.9242,32.74,93,100,6.96,light snow
574,Saint-Pierre,RE,-21.3393,55.4781,69.48,68,100,5.75,overcast clouds
575,Itarema,BR,-2.9248,-39.9167,78.15,78,34,14.18,scattered clouds
576,Budogoshch,RU,59.2816,32.4707,47.3,86,100,8.63,overcast clouds
577,Camacha,PT,33.0833,-16.3333,65.62,77,20,3.44,few clouds
578,Uray,RU,60.1247,64.7758,47.79,97,100,7.49,overcast clouds
579,Mount Gambier,AU,-37.8333,140.7667,51.96,90,100,10.36,overcast clouds
580,Gayeri,BF,12.6497,0.4931,83.57,63,1,11.41,clear sky
581,Antalaha,MG,-14.9003,50.2788,67.62,81,48,5.32,scattered clouds
582,Impfondo,CG,1.6381,18.0667,68.65,99,92,0.98,overcast clouds
583,Shimanovsk,RU,52.0,127.7,27.1,55,20,11.01,few clouds
584,Corrales,US,35.2378,-106.6067,77.18,41,75,10.0,broken clouds
585,Myaundzha,RU,63.0494,147.1858,17.19,84,100,3.69,overcast clouds
586,Sanming,CN,26.2486,117.6186,75.87,83,0,1.41,clear sky
587,Kapiri Mposhi,ZM,-13.9652,28.6809,66.94,36,0,4.65,clear sky
588,Verkhniy Baskunchak,RU,48.2256,46.7217,57.38,80,100,15.64,overcast clouds
589,Kurumkan,RU,54.3,110.3,27.61,77,100,1.12,overcast clouds
590,Ferrol,ES,43.4832,-8.2369,62.67,89,4,4.79,clear sky
591,Sideropolis,BR,-28.5978,-49.4244,59.31,87,89,3.44,overcast clouds
592,Gondar,ET,12.6,37.4667,55.67,76,41,4.61,scattered clouds
593,Otorohanga,NZ,-38.1833,175.2,58.5,45,83,0.67,broken clouds
594,Price,US,39.5994,-110.8107,68.11,55,100,3.44,overcast clouds
595,Methoni,GR,36.8197,21.7049,70.21,75,71,15.82,broken clouds
596,Irbil,IQ,36.1926,44.0106,80.29,17,10,7.52,clear sky
597,Tarnogskiy Gorodok,RU,60.4997,43.5761,53.69,89,100,9.06,overcast clouds
598,Bosaso,SO,11.2842,49.1816,85.48,52,2,3.42,clear sky
599,Hit,IQ,33.6416,42.8251,81.88,18,0,7.14,clear sky
600,Saurimo,AO,-9.6608,20.3916,69.44,67,49,3.87,scattered clouds
601,Bubaque,GW,11.2833,-15.8333,82.11,75,74,6.42,light rain
602,Belz,FR,47.6751,-3.168,60.15,93,9,3.0,clear sky
603,Apiai,BR,-24.5094,-48.8425,60.1,83,92,3.0,overcast clouds
604,Deputatskiy,RU,69.3,139.9,11.17,94,98,4.36,overcast clouds
605,Mao,ES,39.8885,4.2658,64.96,88,20,4.61,few clouds
606,Atar,MR,20.5169,-13.0499,91.42,34,78,1.52,broken clouds
607,Dire Dawa,ET,9.5931,41.8661,69.39,77,84,12.17,moderate rain
608,Bolcske,HU,46.741,18.9674,52.3,70,61,15.21,broken clouds
609,Wageningen,NL,51.9667,5.6667,54.91,93,85,5.12,overcast clouds
610,Chunian,PK,30.964,73.9803,76.87,38,0,1.41,clear sky
611,Katobu,ID,-4.9408,122.5276,78.33,85,99,1.61,overcast clouds
612,Tyret Pervaya,RU,53.6703,102.3106,28.63,85,100,4.05,overcast clouds
613,Healdsburg,US,38.6105,-122.8692,90.3,46,0,10.36,clear sky
614,Peniche,PT,39.3558,-9.3811,65.08,91,3,9.28,clear sky
615,Alibag,IN,18.6411,72.8792,80.67,83,100,7.02,overcast clouds
616,Hambantota,LK,6.1241,81.1185,78.51,79,91,18.48,overcast clouds
617,Chipiona,ES,36.7366,-6.437,68.31,94,75,2.3,mist
618,Goundam,ML,16.4145,-3.6708,95.67,23,8,7.96,clear sky
619,Agropoli,IT,40.3469,14.9966,64.13,75,46,5.84,scattered clouds
620,Nelson Bay,AU,-32.7167,152.15,62.01,79,40,4.0,scattered clouds
621,Shelburne,CA,44.0787,-80.2041,59.76,60,12,3.44,few clouds
622,Mareeba,AU,-17.0,145.4333,74.48,83,61,9.53,broken clouds
623,Chongwe,ZM,-15.3292,28.682,69.12,33,0,3.29,clear sky
624,Ulaanbaatar,MN,47.9077,106.8832,8.73,85,0,0.0,clear sky
625,Krasnyy Yar,RU,46.5331,48.3456,66.13,47,99,11.12,overcast clouds
626,Sire,NG,12.9299,5.2043,80.89,71,7,8.41,clear sky
627,Tromso,NO,69.6496,18.957,42.39,93,20,3.44,fog
628,Vilya,RU,55.2456,42.2089,50.92,65,5,10.98,clear sky
629,Tonj,SS,7.2737,28.6822,70.77,98,100,4.9,moderate rain
630,Betafo,MG,-19.8333,46.85,60.82,49,7,2.82,clear sky
631,Gualeguay,AR,-33.1416,-59.3097,61.36,45,57,9.84,broken clouds
632,Nabire,ID,-3.3667,135.4833,76.32,92,100,3.18,moderate rain
633,Duren,DE,50.8,6.4833,52.0,91,40,3.44,scattered clouds
634,Ahipara,NZ,-35.1667,173.1667,59.04,68,77,10.11,broken clouds
635,Bilibino,RU,68.0546,166.4372,25.23,75,100,2.73,overcast clouds
636,Pacific Grove,US,36.6177,-121.9166,78.55,70,0,10.36,clear sky
637,Victor Harbor,AU,-35.5667,138.6167,55.69,97,100,17.07,light rain
638,Camana,PE,-16.6228,-72.7111,61.5,80,36,7.36,scattered clouds
639,Bowen,AU,-20.0167,148.2333,75.81,67,93,17.85,overcast clouds
640,Wilkie,CA,52.4168,-108.7014,68.9,44,59,3.13,broken clouds
641,Lusambo,CD,-4.9667,23.45,68.16,96,27,0.87,scattered clouds
642,Najran,SA,17.4924,44.1277,72.25,21,1,2.35,clear sky
643,Tual,ID,-5.6667,132.75,82.94,75,53,5.1,broken clouds
644,Diffa,NE,13.3154,12.6113,87.4,38,2,5.64,clear sky
645,Mangai,CD,-4.05,19.5333,69.62,95,95,1.9,light rain
646,Ulety,RU,51.3572,112.4849,21.18,92,27,3.78,scattered clouds
647,Benguela,AO,-12.5763,13.4055,72.5,81,97,2.8,overcast clouds
648,Dulce Grande,MX,23.0,-102.1667,56.37,76,100,4.5,overcast clouds
649,Manggar,ID,-2.8833,108.2667,78.04,82,70,2.46,broken clouds
650,Tomatlan,MX,19.9333,-105.25,74.5,96,100,3.33,overcast clouds
651,Balkhash,KZ,46.844,74.9804,42.13,36,14,21.41,few clouds
652,Suntar,RU,62.1444,117.6319,28.63,94,100,6.02,overcast clouds
653,Raga,SS,8.4596,25.678,70.2,92,63,3.91,broken clouds
654,Menongue,AO,-14.6585,17.691,69.4,19,79,8.25,broken clouds
655,Solnechnyy,RU,50.7214,136.6319,31.21,91,100,9.82,light snow
656,Masumbwe,TZ,-3.6333,32.1833,68.09,45,53,1.83,broken clouds
657,Port Hardy,CA,50.6996,-127.4199,59.18,82,20,4.61,few clouds
658,Mus,TR,39.0,41.75,58.35,33,23,2.71,few clouds
659,Saint-Leu,RE,-21.15,55.2833,68.86,74,58,2.24,broken clouds
660,Babaeski,TR,41.4325,27.0931,60.17,45,54,12.84,broken clouds
661,Redmond,US,47.674,-122.1215,84.87,51,21,3.0,few clouds
662,Kalevala,RU,65.2,31.1667,41.83,95,100,4.45,overcast clouds
663,Villamontes,BO,-21.25,-63.5,77.49,36,77,4.63,broken clouds
664,Qaqortoq,GL,60.7167,-46.0333,36.05,74,42,2.3,scattered clouds
665,Song Phi Nong,TH,14.2241,100.0209,74.23,97,100,6.11,overcast clouds
666,Kemi,FI,65.8596,24.8228,44.37,100,100,4.61,overcast clouds
667,Loikaw,MM,19.6742,97.2094,65.25,99,100,1.79,overcast clouds
668,Gravdal,NO,68.1214,13.5031,49.33,85,100,20.07,overcast clouds
669,Bratsk,RU,56.1325,101.6142,27.09,95,71,4.61,broken clouds
670,Oistins,BB,13.0667,-59.5333,82.49,78,20,12.66,few clouds
671,Rafai,CF,4.95,23.9167,69.15,97,94,2.68,overcast clouds
672,Rawson,AR,-43.3002,-65.1023,57.2,64,100,15.7,overcast clouds
673,Manaus,BR,-3.1019,-60.025,75.7,88,75,2.3,broken clouds
674,Catemaco,MX,18.4167,-95.1167,74.34,80,78,5.3,broken clouds
675,Bandar-E Lengeh,IR,26.5579,54.8807,85.87,67,0,8.77,clear sky
